stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,home1,home2,home3,territory1,territory2,base1,base2,base3,colony8,colony1,colony2,colony3,colony4,colony5,colony6,colony7
CAN,20,1921,10209,4,678,30630,8788,1659,0.010542275,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1922,10028,4,494,26533,8919,1708,0.008407704,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1923,13316,4,899,35626,9010,1760,0.009860509,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1924,12824,4,661,29947,9143,1822,0.008894653,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1925,12984,4,765,29242,9294,1893,0.008703875,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1926,13936,4,789,33207,9451,1971,0.009239979,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1927,16745,4,922,36491,9637,2054,0.009370318,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1928,18862,5,1255,37299,9835,2119,0.009702178,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1929,21058,4,1400,40842,10029,2187,0.009802969,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1930,22649,5,1026,39101,10208,2256,0.009788225,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1931,18263,6,683,31481,10377,2328,0.009185022,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1932,11999,5,345,29101,10510,2361,0.008633005,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1933,17149,5,417,29070,10633,2397,0.008430708,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1934,12943,5,770,33577,10741,2426,0.008908479,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1935,24921,4,957,33523,10845,2459,0.008736302,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1936,24762,6,1134,36524,10950,2490,0.008648089,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1937,32419,6,1425,39978,11045,2526,0.008926132,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1938,35282,6,1174,36854,11152,2560,0.008716589,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1939,125700,6,1407,40964,11267,2589,0.009091147,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1940,730100,21,2045,46411,11381,2617,0.012058837,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1941,1038380,280,2460,51156,11507,2645,0.01507905,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1942,2321324,400,2821,55917,11654,2690,0.017143585,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1943,3841192,740,2725,58587,11795,2738,0.018521491,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1944,3622309,728,2736,60382,11946,2790,0.01697485,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1945,2664365,801,2611,56093,12072,2845,0.017041938,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1946,1552759,46,2111,59632,12292,2903,0.015643977,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1947,385771,43,2672,62009,12551,2972,0.013187969,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1948,195025,40,2903,68228,13167,3041,0.012592783,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1949,370149,47,2892,63490,13475,3113,0.012812718,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1950,447964,45,3070,60887,13737,3186,0.012605249,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1951,1150942,62,3237,64945,14050,3261,0.013534874,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1952,1843656,102,3359,64874,14496,3337,0.014203724,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1953,2028835,104,3734,67118,14886,3415,0.014219755,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1954,1818274,108,2898,67691,15330,3496,0.01334111,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1955,1883021,112,4114,72628,15736,3578,0.013189279,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1956,1889889,116,4809,83921,16123,3664,0.013735953,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1957,1905207,121,4598,82785,16677,3750,0.013207524,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1958,1766497,119,3955,84364,17120,3841,0.012597365,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1959,1703318,120,5354,90080,17522,3934,0.012827507,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1960,1735570,121,5270,94926,17909,4049,0.012444773,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1961,1722891,124,5886,99412,18238,4154,0.012568495,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1962,1735210,124,6507,109109,18614,4247,0.012630004,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1963,1588421,120,7436,112561,18964,4399,0.012449234,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1964,1677304,120,8282,128155,19325,4554,0.012758554,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1965,1544548,120,9132,135644,19678,4702,0.012746997,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1966,1642790,110,9093,141051,20048,4645,0.012184688,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1967,1813063,105,8797,151902,20412,4669,0.012022597,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1968,1782772,105,10161,168715,20729,4692,0.011931072,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1969,1770133,100,9350,172706,21028,4806,0.011099377,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1970,1920602,95,11198,188188,21297,4920,0.011354282,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1971,2110319,85,11040,199928,22962,5035,0.011483858,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1972,2260834,90,11859,221405,22220,5149,0.011642309,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1973,2404759,82,13386,235183,22494,5263,0.011570494,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1974,2926380,82,13623,242091,22808,5377,0.011733489,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1975,3074729,78,13025,243749,23142,5432,0.011700832,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1976,3639959,78,13290,252431,23450,5487,0.011637148,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1977,3877762,78,13581,265585,23726,5543,0.011730049,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1978,4016964,79,14898,269236,23964,5598,0.011650193,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1979,4119005,79,16078,288132,24202,5653,0.011783425,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1980,4387240,82,15901,286861,24516,5713,0.011760736,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1981,5246444,81,14811,278108,24820,6604,0.011713711,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1982,6182339,81,11871,259635,25117,6989,0.011110692,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1983,6562003,81,12832,257445,25367,7374,0.011199301,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1984,7195604,82,14699,273560,25608,7759,0.011621215,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1985,6809000,83,13459,270146,25843,8144,0.011122531,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1986,7180000,85,14081,260704,26101,8530,0.011070146,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1987,7960000,86,14737,275213,26450,8915,0.011249576,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1988,8830000,88,15193,289860,26798,9300,0.011349097,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1989,9480000,88,15458,300105,27286,9685,0.011969931,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1990,10280000,87,12281,289980,27701,10070,0.011015653,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1991,11420000,86,12987,285843,28031,10455,0.011731687,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1992,10310000,82,13924,292070,28377,10686,0.012052817,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1993,9600000,76,14387,301518,28703,10918,0.012016573,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1994,9695000,75,13897,307868,29036,11149,0.01169921,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1995,9126000,70,14415,313414,29354,11381,0.011476978,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1996,8624000,66,14735,323697,29672,11612,0.01135161,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1997,7801000,61,15553,332197,30004,11751,0.011202842,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1998,7677000,60,15930,332946,30563,11892,0.011359061,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,1999,8395000,60,16235,341239,30857,12035,0.011492347,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2000,8320000,59,16595,356625,31147,12178,0.011292482,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2001,7745000,57,15276,355214,31021,12323,0.010798017,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2002,8522000,52,16002,356382,31284,17884,0.0115449,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2003,10102000,52,15929,374595,31592,18134,0.011360924,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2004,11501000,57,16305,376103,31914,18389,0.01110299,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2005,13224000,62,15327,370302,32253,18647,0.010919506,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2006,15103000,62,15493,373891,32611,18911,0.01081054,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2007,18491000,63,15572,374992,32986,19188,0.010836622,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2008,19836000,64,14845,363465,33370,19471,0.010453145,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2009,19575000,64,9286,344629,33753,19757,0.00960033,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2010,20240000,66,13013,344485,34126,20049,0.00965802,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2011,20081000,66,12967,346960,34487,20345,0.009372078,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2012,18445000,66,13507,355887,34838,20647,0.009202239,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2013,16389000,66,12417,354730,35255,20977,0.008733956,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2014,15925000,66,12730,367369,35605,21246,0.008719809,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2015,14007000,66,12473,370176,35950,21520,0.00859332,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAN,20,2016,13162000,66,12646,358887,36290,21799,0.008407094,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1973,0,0,0,19010,181,0,0.000356524,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1974,0,0,0,15960,185,0,0.000299337,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1975,0,0,0,15446,189,0,0.000288544,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1976,5500,0,0,13080,193,0,0.000234823,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1977,4800,0,0,20516,197,0,0.000350217,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1978,4900,0,0,13337,201,0,0.000224999,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1979,2700,0,0,12245,206,0,0.000199678,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1980,5000,0,0,14391,210,135,0.000257672,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1981,6600,0,0,11266,214,139,0.000212168,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1982,9000,0,0,12330,218,143,0.000229989,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1983,8000,0,0,11071,223,146,0.000206644,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1984,8600,0,0,8535,227,150,0.000161864,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1985,9600,1,0,1361,232,154,5.92E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1986,11100,0,0,111,236,157,3.49E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1987,14337,0,0,111,241,159,3.49E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1988,77700,0,0,112,246,163,4.60E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1989,66500,2,0,114,251,165,5.84E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1990,65700,1,0,117,255,172,5.11E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1991,48000,0,0,139,260,177,4.32E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1992,17800,1,0,143,264,182,4.44E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1993,-9,1,0,150,269,187,4.79E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1994,20000,0,0,157,274,192,3.65E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1995,19000,0,0,160,279,195,3.55E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1996,22000,0,0,165,284,199,3.52E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1997,22000,0,0,174,289,203,3.47E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1998,26000,0,0,188,296,207,3.55E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,1999,26000,1,0,197,301,211,4.28E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2000,30000,1,0,209,307,214,4.32E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2001,29000,1,0,218,308,217,4.31E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2002,28000,1,0,236,309,0,2.42E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2003,33000,1,0,256,316,0,2.46E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2004,34000,1,0,253,322,0,2.42E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2005,36000,1,0,266,329,0,2.48E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2006,48000,1,0,271,336,0,2.63E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2007,58000,1,0,286,342,0,2.71E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2008,49000,1,0,287,348,0,2.52E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2009,49000,1,0,273,354,0,2.48E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2010,47000,1,0,257,360,0,2.40E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2011,50000,1,0,263,366,0,2.43E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2012,55000,1,0,244,372,0,2.47E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2013,64000,1,0,242,377,0,2.58E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2014,87000,1,0,247,382,0,2.81E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2015,102000,1,0,256,387,0,3.04E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
BHM,31,2016,121000,1,0,252,391,0,3.25E-05,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1902,-9,3,0,5,1760,262,0.001121495,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1903,-9,3,0,5,1840,266,0.001120003,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1904,-9,4,0,5,1880,271,0.001152757,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1905,-9,4,0,6,1930,275,0.001121702,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1906,6161,4,0,5,1980,279,0.003407943,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1909,-9,5,0,11,2150,294,0.001166868,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1910,-9,5,0,12,2220,301,0.0011721,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1911,-9,5,0,23,2290,309,0.001166065,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1912,-9,5,0,16,2360,316,0.001176365,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1913,7293,11,0,8,2410,324,0.003174445,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1914,-9,13,0,8,2510,330,0.001420888,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1915,-9,15,0,13,2590,336,0.001177773,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1916,-9,18,0,20,2660,341,0.001220108,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1917,-9,19,0,14,2750,348,0.001240249,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1918,-9,19,0,21,2830,354,0.001245221,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1919,14374,18,0,19,2910,361,0.001353588,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1920,16979,18,0,21,3000,378,0.001670064,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1921,17444,18,0,23,3080,393,0.001754917,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1922,14133,12,0,10,3180,418,0.001655044,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1923,9506,12,0,15,3260,437,0.001593101,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1924,9516,12,0,13,3350,459,0.00178297,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1925,12043,13,0,26,3430,485,0.001845168,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1926,12471,13,0,30,3520,511,0.001876415,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1927,12313,13,0,30,3610,548,0.001845734,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1928,12846,13,0,29,3510,581,0.001772806,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1929,12734,13,0,32,3580,644,0.001798469,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1930,11988,13,0,33,3650,691,0.001773599,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1931,10100,13,0,29,3960,740,0.001796808,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1932,9795,13,0,26,3960,802,0.001892013,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1933,7894,13,0,26,3960,867,0.001817212,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1934,12195,13,0,29,4040,901,0.001824386,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1935,14488,16,0,31,4070,922,0.001769759,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1936,18385,16,0,34,4110,944,0.001833455,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1937,18485,19,0,38,4170,966,0.001804077,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1938,18385,19,0,40,4230,983,0.001745474,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1939,18477,19,0,42,4250,1006,0.001586795,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1940,17416,19,0,44,4290,1042,0.001456923,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1941,-9,19,0,46,4330,1088,0.001754626,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1942,15794,20,0,47,4370,1116,0.001492414,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1943,-9,20,0,49,4780,1148,0.001826723,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1944,-9,20,0,56,4850,1173,0.001759611,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1945,-9,21,0,74,4930,1199,0.001708464,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1946,-9,18,0,81,5040,1224,0.002149998,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1947,-9,18,0,95,5150,1261,0.001898205,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1948,39943,18,0,97,5287,1298,0.00173595,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1949,-9,19,0,98,5399,1337,0.001794694,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1950,39175,20,0,431,5858,1372,0.001677426,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1951,-9,20,0,612,5638,1395,0.001786895,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1952,56000,20,0,643,5759,1416,0.001493113,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1953,53000,21,0,712,6129,1440,0.001493723,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1954,-9,21,0,706,6254,1463,0.001642106,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1955,54000,13,0,802,6426,1488,0.001348365,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1956,51000,13,3,884,6513,1509,0.001323453,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1957,56100,19,12,3224,6641,1538,0.001473238,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1958,-9,19,20,5496,6763,1568,0.00175925,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1959,-9,19,29,5298,6901,1599,0.001713491,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1960,175000,46,37,4748,7029,1609,0.001832467,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1961,175000,270,46,4431,7134,1620,0.003744302,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1962,200000,270,54,5378,7254,1630,0.003652163,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1963,200000,80,63,5412,7415,1641,0.001992322,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1964,200000,110,52,5023,7612,1651,0.002161361,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1965,140000,110,36,5189,7809,1661,0.00210126,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1966,230000,110,67,5347,7985,1672,0.002086276,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1967,170000,110,120,5544,8139,1710,0.001996317,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1968,213000,110,120,10742,8284,1747,0.002098043,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1969,186000,140,119,11264,8421,1785,0.002241334,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1970,228000,140,140,13767,8546,1822,0.00227104,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1971,290000,140,111,12499,8678,1855,0.00225202,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1972,267000,140,187,12042,8041,1889,0.002161426,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1973,270000,140,221,13596,9011,1922,0.002184566,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CUB,40,1974,282000,140,250,14384,9162,1956,0.002137909,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
