stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,home1,home2,home3,territory1,territory2,base1,base2,base3,colony8,colony1,colony2,colony3,colony4,colony5,colony6,colony7
CHN,710,2001,46049000,2310,150906,1914161,1271850,612933,0.16546732,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2002,68963000,2270,182249,2127269,1295322,294634,0.15354699,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2003,75500000,2250,222336,2488728,1302810,307049,0.16033392,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2004,84303000,2253,272798,2861534,1310414,319782,0.1680482,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2005,29873000,2255,355790,3222708,1318177,334517,0.17195563,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2006,35223000,2255,421024,3570019,1326146,347428,0.17945626,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2007,46174000,2255,489712,3713753,1334344,360866,0.18578517,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2008,60187000,2105,512339,4048898,1342733,376397,0.19062871,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2009,70381000,2185,577070,4186907,1351248,391335,0.20796031,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2010,76361000,2285,638743,4889792,1359821,407821,0.20924728,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2011,90221000,2285,683883,5373346,1368440,423604,0.21421817,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2012,102643000,2285,731040,5724311,1377065,440254,0.2203252,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2013,112173000,2285,822000,5900331,1382793,477675,0.22825512,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2014,129408000,2333,822698,5858015,1390110,493364,0.22868057,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2015,145832000,2333,803825,5773069,1397029,510159,0.23118487,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CHN,710,2016,145039000,2333,807609,5679028,1403500,526464,0.23061772,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1921,-9,0,0,26,663,0,0.000108121,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1922,-9,1,0,27,668,0,0.000129315,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1923,-9,3,0,31,674,0,0.000185968,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1924,-9,4,0,32,679,0,0.000237776,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1925,-9,8,0,30,684,0,0.000371379,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1926,-9,12,0,29,694,0,0.000504084,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1927,-9,17,0,30,705,0,0.000678203,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1928,-9,8,0,31,716,0,0.000375732,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1929,-9,2,0,31,727,0,0.000176136,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1930,-9,2,0,32,738,0,0.00017686,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1931,-9,2,0,33,738,0,0.000176352,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1932,-9,2,0,32,739,0,0.000174935,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1933,-9,2,0,34,739,0,0.000169165,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1934,6500,2,0,39,740,0,0.000270255,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1935,-9,2,0,43,740,0,0.000152709,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1936,14400,2,0,47,741,0,0.000346684,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1937,-9,2,0,40,741,0,0.000148492,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1938,23400,2,0,33,742,0,0.000312,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1939,-9,2,0,40,742,0,0.000135773,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1940,-9,-9,0,51,743,0,0.000127915,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1941,-9,-9,0,63,745,0,0.000132664,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1942,-9,-9,0,66,748,0,0.000134358,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1943,-9,-9,0,56,750,0,0.000133222,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1944,-9,80,0,56,752,0,0.000465681,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1945,-9,80,0,29,754,0,0.000406125,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1946,-9,-9,0,18,757,0,0.000129329,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1947,-9,-9,0,19,759,0,0.000100991,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1948,55050,-9,0,14,761,0,0.000363535,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1949,-9,10,0,34,764,100,0.000277116,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1950,-9,11,0,89,766,106,0.000284132,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1951,-9,12,0,91,779,112,0.000283679,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1952,96651,13,0,93,793,119,0.000407806,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1953,100502,14,0,95,807,125,0.000409048,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1954,-9,15,0,97,820,132,0.000292898,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1955,99177,16,0,129,836,139,0.000424925,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1956,-9,17,0,149,854,147,0.000316345,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1957,90828,19,0,168,873,154,0.000431574,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1958,-9,20,0,307,897,162,0.000364611,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1959,-9,22,0,362,923,171,0.000389164,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1960,15000,24,0,334,952,179,0.000357276,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1961,15000,26,0,352,983,187,0.000380126,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1962,15000,28,0,553,1008,195,0.000391589,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1963,15000,28,0,407,1031,203,0.000372797,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1964,25000,30,0,572,1061,212,0.000399269,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1965,25000,0,0,513,1090,221,0.000164192,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1966,15000,0,0,506,1119,231,0.000151141,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1967,20000,0,0,536,1149,242,0.000155882,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1968,25000,0,0,743,1181,253,0.000162785,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1969,33000,0,0,799,1214,265,0.000169541,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1970,37000,33,0,1268,1248,287,0.000401658,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1971,42250,29,0,1358,1283,300,0.000379389,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1972,48000,29,0,1440,1320,314,0.000379267,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1973,53250,39,0,1481,1360,327,0.000442938,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1974,90500,47,0,1555,1402,341,0.000497799,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1975,93250,36,0,1689,1446,356,0.000430621,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1976,121131,25,0,1792,1490,370,0.000373405,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1977,120535,36,0,2018,1533,386,0.000445892,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1978,125297,36,0,2249,1574,402,0.000441407,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1979,142433,36,0,2455,1617,418,0.000443489,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1980,175074,36,0,2658,1661,435,0.000451512,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1981,200103,35,0,2539,1703,452,0.000442931,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1982,239876,36,0,2584,1746,468,0.000455118,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1983,219903,38,0,2688,1788,485,0.00046313,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1984,228090,38,0,3007,1832,502,0.000460334,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1985,233040,38,0,3489,1878,520,0.00047004,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1986,235430,40,0,3709,1925,518,0.0004752,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1987,249440,32,0,3978,1973,515,0.000428116,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1988,268380,32,0,4398,2020,532,0.000431964,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1989,259000,33,0,4037,2070,548,0.000443226,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1990,238805,32,0,3558,2216,580,0.000427012,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1991,264000,31,0,4543,2270,596,0.000460968,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1992,258000,21,0,4122,2319,612,0.000401864,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1993,32300,18,0,3490,2366,622,0.000324395,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1994,18000,18,0,3192,2414,632,0.000317071,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1995,19000,18,0,3213,2347,642,0.000312797,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1996,15000,20,0,3214,2380,652,0.000325994,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1997,23000,20,0,3109,2313,662,0.000322231,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1998,21000,20,0,3106,2579,673,0.000331866,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,1999,19000,20,0,3065,2621,706,0.000330142,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2000,23000,9,35,3009,2662,740,0.00025185,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2001,25000,9,35,3113,2425,773,0.00025163,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2002,25000,9,35,3327,2443,828,0.000272404,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2003,15000,9,35,3168,2469,862,0.000267911,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2004,18000,9,35,3323,2496,897,0.000269341,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2005,30000,9,35,3407,2527,933,0.000272184,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2006,39000,9,35,3629,2559,971,0.000275638,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2007,43000,9,35,3713,2595,1010,0.000277378,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2008,52000,9,35,3670,2633,1051,0.000276675,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2009,38000,9,35,4204,2672,1094,0.000280468,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2010,54000,10,35,4410,2713,1138,0.000289319,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2011,81000,10,35,7192,2754,1184,0.00031608,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2012,114000,10,35,12332,2796,1232,0.000359254,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2013,133000,10,40,15544,2869,1270,0.000384951,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2014,105000,10,45,10253,2924,1316,0.000342054,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2015,93000,10,45,7879,2977,1365,0.000325386,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
MON,712,2016,117000,10,50,8747,3027,1415,0.000337611,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1949,0,1500,3,1759,7099,1383,0.017091511,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1950,81259,300,14,1574,7427,1469,0.004781665,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1951,109903,500,16,1843,7769,1560,0.006218731,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1952,91125,500,15,2483,8128,1696,0.00581611,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1953,145631,600,20,2612,8433,1843,0.006702829,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1954,67029,600,25,2380,8750,1932,0.006480237,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1955,133813,600,40,2647,9078,2065,0.006591748,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1956,129136,530,63,2858,9398,2208,0.006233507,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1957,153349,580,88,3290,9728,2340,0.006828963,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1958,254237,630,107,3597,10071,2499,0.007594314,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1959,203408,615,159,4020,10425,2643,0.007452145,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1960,222650,600,200,4443,10792,2801,0.007305347,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1961,230866,580,185,4859,11136,2968,0.007299502,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1962,269798,570,182,5171,11492,3134,0.007022517,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1963,279790,544,215,5468,11859,3308,0.006605005,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1964,299252,600,236,5793,12237,3504,0.006971158,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1965,319202,524,260,5884,12628,3712,0.006573509,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1966,254364,544,221,5960,13035,3955,0.006264502,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1967,274314,547,228,6211,13454,4213,0.006178809,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1968,299252,528,242,6359,13888,4518,0.005966043,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1969,379052,555,291,6202,14335,4882,0.006183077,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1970,481296,522,370,6324,14676,5566,0.006112608,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1971,507500,540,453,6233,14995,5788,0.006266039,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1972,552500,550,470,6366,15289,6055,0.006279423,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1973,678947,503,507,6163,15565,6441,0.006004654,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1974,852631,493,519,5897,15852,6778,0.005838953,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1975,1007894,504,680,6434,16150,7095,0.006028952,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1976,1202631,475,1628,7040,16508,7322,0.00616486,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1977,1535422,460,1770,7186,16813,7537,0.006219212,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1978,2628391,471,3432,7765,17136,7774,0.00689232,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1979,4728790,468,3186,8019,17479,8188,0.00732738,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1980,6571428,465,3417,8231,17805,8396,0.007700136,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1981,2651000,461,3157,7987,18136,8710,0.006487893,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1982,3509000,457,4152,8031,18458,9077,0.006938178,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1983,4026000,464,5031,8479,18733,9281,0.007237972,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1984,3821000,484,5008,8766,19013,9484,0.007105957,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1985,4100000,444,5306,9016,19258,9772,0.007019462,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1986,4540000,424,5545,9657,19455,10177,0.006968915,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1987,5910000,424,5915,10384,19673,10511,0.007220405,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1988,6700000,406,8288,10658,19904,11834,0.007763348,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1989,8060000,406,10114,10437,20107,11004,0.00857459,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1990,8690000,370,10466,10861,20353,11280,0.00832158,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1991,9290000,370,10644,11610,20557,11404,0.008982707,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1992,10420000,360,11180,11986,20752,11909,0.009660066,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1993,10450000,442,12779,12942,20944,12007,0.010675819,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1994,11457000,425,11594,13568,21126,12132,0.010258802,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1995,13143000,425,11605,14224,21304,12333,0.010455337,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1996,13868000,400,12416,14911,21471,12545,0.010569056,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1997,13657000,400,16056,15632,21683,12689,0.0111989,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1998,14447000,370,16965,16388,21871,12956,0.011509649,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,1999,14964000,370,15438,17180,21873,13099,0.011174407,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2000,17597000,370,16896,18350,21875,13302,0.011690071,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2001,10432000,370,17261,19521,22406,13508,0.01042104,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2002,7589000,370,18230,15964,22521,6667,0.009282571,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2003,6632000,290,18832,16483,22605,6700,0.00815001,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2004,7519000,290,19599,17019,22689,6733,0.008014592,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2005,7978000,290,18942,17573,22770,6768,0.007783725,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2006,7738000,290,20000,18144,22877,6802,0.007590717,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2007,9585000,290,20903,18735,22958,6837,0.00764955,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2008,10495000,290,19882,19344,23037,6872,0.007460816,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2009,9500000,290,15814,19973,23120,6908,0.006916166,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2010,8979000,290,19755,20623,23162,6945,0.006938792,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2011,9717000,290,20178,21294,23225,6981,0.006926316,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2012,10452000,290,20664,21987,23316,7019,0.006985083,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2013,10316000,290,22282,22702,23340,13185,0.007483205,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2014,10126000,290,23221,23441,23414,13283,0.007485028,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2015,10257000,290,21392,24203,23486,13382,0.007449882,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TAW,713,2016,9825000,215,21751,24990,23557,13482,0.006811634,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1887,-9,-9,0,0,10074,210,0.003791444,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1888,-9,7,0,0,10163,209,0.003291963,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1889,-9,7,0,0,10253,208,0.003253216,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1890,-9,7,0,0,10345,207,0.003216116,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1891,-9,7,0,0,10436,207,0.003180591,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1892,-9,7,0,0,10529,207,0.003167653,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1893,-9,5,0,0,10621,207,0.003043204,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1894,-9,5,0,0,10714,208,0.003019096,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1895,171,4,0,0,10808,208,0.002587969,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1896,171,4,0,0,10903,207,0.002569486,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1897,99,4,0,0,10998,205,0.002477921,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1898,-9,4,0,0,11094,205,0.002852176,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1899,146,4,0,0,11192,204,0.002445769,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1900,164,5,0,0,11290,203,0.002442195,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1901,360,17,0,0,11388,199,0.002854203,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1902,284,17,0,0,11488,195,0.002776712,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1903,407,17,0,0,11589,196,0.002832952,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1904,255,10,0,0,11690,197,0.002532833,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
KOR,730,1905,239,17,0,6,11793,197,0.002599028,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1948,0,200,115,1204,9369,453,0.00361336,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1949,-9,60,144,2830,9620,468,0.002464376,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1950,-9,120,38,170,9488,473,0.002670179,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1951,-9,100,0,230,9086,480,0.00223041,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1952,-9,211,0,231,8821,501,0.003120137,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1953,-9,260,4,547,8698,525,0.003567286,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1954,-9,280,56,1735,8711,548,0.003819413,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1955,-9,300,137,2806,8848,568,0.004076624,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1956,-9,320,189,3387,9296,586,0.004440988,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1957,-9,340,277,4281,9412,603,0.004803449,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1958,2210054,360,365,5908,9780,619,0.007821458,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1959,-9,380,451,7529,10162,636,0.005603922,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1960,200000,400,641,9079,10525,653,0.005198095,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
PRK,731,1961,225000,390,776,10068,10851,686,0.005324816,2,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
